Zippy 1000mAh 40C 2S
Found INA260 chip
time (ms), rpm, mA, V
5439, 19059, 763.75, 8.31,
5450, 19108, 778.75, 8.31,
5463, 19157, 765.00, 8.31,
5475, 19206, 768.75, 8.31,
5486, 19230, 743.75, 8.31,
5498, 19255, 752.50, 8.31,
5509, 19280, 726.25, 8.32,
5520, 19354, 738.75, 8.32,
5531, 19354, 738.75, 8.32,
5542, 19379, 738.75, 8.32,
5553, 19379, 728.75, 8.32,
5564, 19404, 730.00, 8.32,
5576, 19455, 730.00, 8.31,
5588, 19480, 707.50, 8.32,
5599, 19480, 703.75, 8.32,
5610, 19505, 706.25, 8.32,
5621, 19531, 687.50, 8.32,
5632, 19582, 700.00, 8.32,
5643, 19505, 705.00, 8.31,
5654, 19685, 711.25, 8.32,
5666, 19607, 722.50, 8.32,
5677, 19659, 712.50, 8.32,
5688, 19659, 726.25, 8.32,
5699, 19685, 725.00, 8.31,
5710, 19710, 701.25, 8.32,
5721, 19659, 727.50, 8.32,
5732, 19736, 718.75, 8.32,
5744, 19815, 706.25, 8.31,
5755, 19788, 702.50, 8.32,
5766, 19815, 715.00, 8.32,
5777, 19867, 687.50, 8.32,
5788, 19867, 678.75, 8.32,
5799, 19867, 680.00, 8.32,
5810, 19893, 670.00, 8.32,
5821, 19893, 670.00, 8.32,
5833, 19946, 655.00, 8.32,
5846, 19946, 653.75, 8.32,
5858, 19946, 666.25, 8.32,
5869, 19973, 671.25, 8.32,
5881, 19973, 638.75, 8.32,
5892, 19973, 663.75, 8.32,
5903, 20000, 636.25, 8.32,
5914, 20000, 642.50, 8.32,
5925, 20026, 638.75, 8.32,
5936, 19946, 665.00, 8.32,
5947, 20107, 651.25, 8.32,
5959, 19973, 652.50, 8.32,
5971, 20107, 647.50, 8.32,
5983, 20026, 653.75, 8.32,
5995, 20080, 642.50, 8.32,
6007, 20080, 662.50, 8.32,
6019, 20107, 637.50, 8.32,
6031, 20107, 640.00, 8.32,
6043, 20134, 637.50, 8.32,
6055, 20107, 645.00, 8.32,
6067, 20107, 647.50, 8.32,
6079, 20134, 666.25, 8.32,
6091, 20161, 640.00, 8.32,
6102, 20161, 668.75, 8.32,
6113, 20161, 632.50, 8.32,
6124, 20215, 660.00, 8.32,
6135, 20215, 660.00, 8.32,
6146, 20215, 670.00, 8.32,
6157, 20215, 666.25, 8.32,
6169, 20242, 647.50, 8.32,
6180, 20242, 672.50, 8.32,
6191, 20270, 665.00, 8.32,
6202, 20215, 660.00, 8.32,
6213, 20270, 643.75, 8.32,
6224, 20270, 635.00, 8.32,
6235, 20215, 638.75, 8.32,
6246, 20297, 645.00, 8.32,
6258, 20297, 648.75, 8.32,
6270, 20352, 645.00, 8.32,
6281, 20352, 642.50, 8.32,
6292, 20325, 617.50, 8.32,
6303, 20325, 632.50, 8.32,
6315, 20325, 630.00, 8.32,
6326, 20352, 627.50, 8.32,
6337, 20352, 625.00, 8.32,
6348, 20380, 620.00, 8.32,
6359, 20352, 621.25, 8.32,
6370, 20352, 611.25, 8.32,
6381, 20352, 602.50, 8.32,
6392, 20352, 590.00, 8.32,
6403, 20270, 622.50, 8.32,
6414, 20352, 618.75, 8.32,
6426, 20352, 627.50, 8.32,
6438, 20352, 620.00, 8.32,
6449, 20380, 618.75, 8.32,
6460, 20408, 597.50, 8.32,
6471, 20325, 613.75, 8.32,
6482, 20352, 583.75, 8.32,
6493, 20297, 606.25, 8.32,
6504, 20325, 595.00, 8.32,
6515, 20325, 611.25, 8.32,
6528, 20325, 611.25, 8.32,
6540, 20380, 618.75, 8.32,
6551, 20352, 622.50, 8.32,
6563, 20325, 623.75, 8.32,
6574, 20352, 635.00, 8.32,
6585, 20380, 613.75, 8.32,
6596, 20352, 603.75, 8.32,
6607, 20380, 616.25, 8.32,
6618, 20352, 646.25, 8.32,
6629, 20380, 640.00, 8.32,
6641, 20380, 627.50, 8.32,
6652, 20380, 635.00, 8.32,
6663, 20380, 641.25, 8.32,
6674, 20380, 623.75, 8.32,
6685, 20408, 623.75, 8.32,
6696, 20408, 636.25, 8.32,
6707, 20463, 622.50, 8.32,
6718, 20408, 620.00, 8.32,
6730, 20408, 620.00, 8.32,
6743, 20408, 623.75, 8.32,
6755, 20408, 627.50, 8.32,
6766, 20408, 635.00, 8.32,
6778, 20435, 627.50, 8.32,
6789, 20435, 590.00, 8.32,
6800, 20435, 617.50, 8.32,
6811, 20463, 600.00, 8.32,
